ph,temperature,turbidity,fish,Fish_Weight,Feed
7.11,21.25,3.56,silverCup,1.431543711176332,0.03135213737870002
7.6,21.12,3.56,silverCup,1.7316733215110305,0.03944872431346231
7.83,21.06,3.56,sing,0.7421324797335882,0.01571583829017362
7.75,21.25,3.57,sing,0.6051267145631058,0.012067523667324066
7.5,21.06,3.57,sing,1.0094765256940434,0.02118864219071642
7.07,21.12,3.57,sing,0.7707966968356126,0.018433679421689334
6.99,21.19,3.56,sing,0.9715260969889419,0.019953914164586074
6.87,21.0,3.56,sing,1.2747855909689874,0.02755491242654632
6.68,21.19,3.58,sing,0.4127252300052696,0.0074140068730500774
6.95,21.12,3.58,sing,1.803544724720114,0.03894710625848665
7.67,17.62,3.56,tilapia,1.5085820210301508,0.027831657261654454
8.39,17.5,3.56,tilapia,0.5413339062934374,0.009746927533980536
8.24,17.56,3.55,tilapia,0.5714821820843566,0.01025349467735878
8.26,17.75,3.55,tilapia,1.7621133944711462,0.03242751134317925
8.23,17.56,3.55,tilapia,0.29276944220404116,0.0060490971788094115
8.31,17.69,3.56,tilapia,0.6983652811623406,0.012531267995629885
8.38,17.69,3.56,tilapia,1.908634359298,0.03207573488295918
7.84,17.56,3.57,tilapia,1.3594205335187148,0.025963127408716348
6.7,17.5,3.56,tilapia,1.9462902638609056,0.03262502509843717
6.02,17.62,3.57,tilapia,1.9179501503147989,0.0348508489457943
8.16,17.62,3.55,tilapia,0.25359804988063267,0.005025446445301442
8.23,17.56,3.55,tilapia,0.9725874847599718,0.017254372994204976
7.96,17.62,3.56,tilapia,1.8627571540518235,0.03460495095681594
7.79,17.75,3.56,tilapia,0.8201296040300727,0.016455636441490656
7.88,17.75,3.55,tilapia,0.4001117499815613,0.007398058599526361
7.84,17.69,3.55,tilapia,0.13602418633670538,0.0027850792633324125
8.18,17.69,3.56,tilapia,0.26361975091787593,0.0033528836526771897
8.16,17.75,3.56,tilapia,1.4096425142134932,0.02432224255866076
8.32,17.56,3.56,tilapia,1.4714884198385476,0.026013677960551783
8.23,17.56,3.56,tilapia,1.2908907547207569,0.021232376848064945
8.65,17.75,3.44,tilapia,1.2995832428715695,0.023842795896679914
8.66,17.87,3.45,tilapia,1.0643999910804074,0.018899616509459715
8.74,17.94,3.41,tilapia,0.18304189910732982,0.006147404195131609
8.57,17.87,3.46,tilapia,0.7232804275042128,0.013796738714315106
8.62,17.81,3.47,pangas,1.7650885043018574,0.03010426423888653
8.69,17.94,3.48,pangas,0.7422156325409516,0.012810523643893588
8.73,17.81,3.45,pangas,0.14879249065895084,0.0040335436060192345
8.63,17.94,3.46,pangas,0.7369425852209475,0.014276647349754007
8.66,17.94,3.44,pangas,1.6773616105754454,0.02938986555038218
8.75,18.0,3.47,pangas,1.6625772742634484,0.029076906642094807
8.77,17.94,3.47,pangas,0.43057952551124923,0.00793518004414805
8.78,18.0,3.48,pangas,1.2041775545608824,0.022233524521678063
8.81,17.94,3.43,pangas,1.1588469301362643,0.0215133293295855
8.79,18.0,3.46,pangas,0.3854729201242544,0.007416981347281637
8.87,18.0,3.46,pangas,0.17596260817456613,0.003556304386234344
8.8,17.81,3.48,pangas,0.3277773618684692,0.005959815531025715
8.78,17.87,3.48,pangas,1.3171471580638103,0.024077126911083463
8.8,18.0,3.49,pangas,0.6091297651498088,0.010569955860533588
8.79,17.94,3.5,tilapia,1.510911687312245,0.025896248211006136
8.79,17.94,3.5,tilapia,1.7507564722462974,0.029710571618513974
6.02,21.0,3.48,rui,1.2311558727787364,0.026015906450521424
6.01,21.0,3.49,rui,1.7559732580574017,0.035405164612499984
6.0,21.0,3.48,rui,1.3366675473185077,0.028547668156382402
6.09,21.06,3.48,rui,1.077223643139569,0.02281387211149254
6.93,21.0,3.47,rui,1.6656295376478112,0.03533904364190856
6.42,20.94,3.47,rui,0.31588898423342604,0.0068908827501908305
6.48,21.0,3.46,rui,0.5892211978541205,0.012253287311211395
7.0,21.0,3.46,rui,1.1770388031451717,0.026073429888874775
7.27,21.06,3.45,rui,1.2532654335719475,0.02790875258877177
7.24,21.0,3.44,rui,1.8820185788875479,0.040204597567344166
7.11,21.06,3.45,rui,0.10893197406159408,0.0030065850324939745
7.6,20.94,3.45,rui,1.0472718029706602,0.021490106217221895
7.83,20.87,3.43,rui,0.4426554405137073,0.008120722989235532
7.75,21.06,3.41,rui,1.747147100685633,0.03867812523401419
7.5,20.87,3.37,rui,0.3746797474992285,0.007278306729056698
7.07,20.87,3.36,rui,0.5126503332224509,0.009585497095076653
6.99,21.06,3.35,rui,1.0091805753790226,0.020606927976894184
6.87,21.06,3.33,rui,1.8946104758443683,0.03950746995472878
6.68,21.0,3.32,rui,0.7913452427560028,0.015716129004717458
6.95,21.06,3.31,rui,1.4249462389392367,0.029962087781656953
8.3,21.44,3.62,katla,0.3116240750063707,0.008097687715325473
8.15,21.5,3.62,katla,0.6022774322311649,0.010590698235342987
8.09,21.37,3.62,katla,0.4514742069092049,0.009440549062766422
7.99,21.44,3.61,katla,0.9897538779661864,0.020682244044629334
7.92,21.5,3.61,katla,1.4497765525725124,0.031463181368860366
7.96,21.37,3.61,katla,1.5032230420468804,0.030091937408154593
7.87,21.25,3.61,katla,1.7985889649521918,0.03821947405734712
7.7,21.31,3.6,katla,1.3387269998746079,0.02888820407125147
7.54,21.12,3.6,katla,1.426411784486981,0.02909440598182748
7.5,21.25,3.6,katla,1.4510845332709519,0.032259691309771334
7.43,21.19,3.61,katla,1.860059151278866,0.03996557609205426
7.42,21.12,3.61,shrimp,0.3118114935200834,0.006705736005839626
7.26,21.25,3.62,shrimp,0.12712305547781838,0.00044863604011843037
6.95,21.19,3.62,shrimp,0.5921673469174582,0.012222903170370409
6.78,21.25,3.62,shrimp,0.5914169629116768,0.010961858424651666
6.92,21.06,3.6,shrimp,1.546135182275333,0.031562296881673016
6.87,21.19,3.6,shrimp,1.1419627033503643,0.023069081036085914
6.51,21.19,3.61,shrimp,1.4441340289766778,0.031200321667536706
7.02,21.25,3.61,shrimp,0.3715141373875258,0.007881756177641551
6.8,21.25,3.61,shrimp,0.5830484806638578,0.012084604008053054
6.02,21.06,3.56,silverCup,0.2226217697892437,0.004369522501844463
6.01,21.09,3.56,silverCup,1.4788265580190265,0.031663243038662324
6.0,21.12,3.56,silverCup,0.24807255788799842,0.004861816086568936
6.09,21.06,3.56,silverCup,0.40389793294931053,0.009600459316272104
6.93,21.12,3.57,silverCup,0.25733588146140285,0.004295957763986949
6.42,21.19,3.57,silverCup,1.9711760569487873,0.04293206779771928
6.48,21.19,3.57,silverCup,0.11053295777642594,0.0021811909856204966
7.0,21.12,3.57,silverCup,1.7575659838336306,0.03637899720904321
7.27,21.19,3.57,silverCup,0.948781763593647,0.022411136856889634
7.24,21.06,3.56,silverCup,0.341160683321699,0.006933478254702322
7.11,21.25,3.56,silverCup,1.6298814097863594,0.035647831102246036
7.6,21.12,3.56,silverCup,1.159993454111597,0.0261570405064983
7.83,21.06,3.56,sing,1.0492762109495046,0.022757993998752207
7.75,21.25,3.57,sing,0.44510206323082224,0.00825964008033404
7.5,21.06,3.57,sing,0.2908584746633034,0.005691731257968124
7.07,21.12,3.57,sing,1.6268158977131542,0.03520184853155049
6.99,21.19,3.56,sing,0.42401491031600447,0.010400339574250185
6.87,21.0,3.56,sing,0.9639982884355002,0.020458441343431524
6.68,21.19,3.58,sing,1.1171667993986207,0.024223702735886785
6.95,21.12,3.58,sing,0.6911238718840532,0.01597675387136687
7.67,17.62,3.56,tilapia,1.668555929029523,0.027992940279371655
8.39,17.5,3.56,tilapia,1.3691968297469843,0.024443166641556095
8.24,17.56,3.55,tilapia,0.34515300510944213,0.00712173963569134
8.26,17.75,3.55,tilapia,0.6159062505968637,0.010151905757069833
8.23,17.56,3.55,tilapia,1.2277513829460134,0.02378599090071197
8.31,17.69,3.56,tilapia,0.6433479100250139,0.010047004397097915
8.38,17.69,3.56,tilapia,1.5257932362534543,0.027796339944284692
7.84,17.56,3.57,tilapia,0.9529102540559092,0.015985157346830266
6.7,17.5,3.56,tilapia,1.841989738938427,0.0328016391886086
6.02,17.62,3.57,tilapia,1.7794323434127128,0.0315008322310949
8.16,17.62,3.55,tilapia,0.31814011557152844,0.0050974223827448
8.23,17.56,3.55,tilapia,1.9087109444950632,0.03373897230133138
7.96,17.62,3.56,tilapia,1.9724048995082224,0.03349917329480352
7.79,17.75,3.56,tilapia,0.42738732512913247,0.00876239927539354
7.88,17.75,3.55,tilapia,1.5339357155831879,0.02669716441451745
7.84,17.69,3.55,tilapia,0.8004939034212968,0.014696277252812815
8.18,17.69,3.56,tilapia,1.7105348248395285,0.02932001078869727
8.16,17.75,3.56,tilapia,1.8302697956346499,0.033678310598286854
8.32,17.56,3.56,tilapia,1.75115022293053,0.029230811796637036
8.23,17.56,3.56,tilapia,0.907231776007951,0.015133994399994606
